League_Name,Team_Overall,GP,Avg,0.5+,1.5+,2.5+,3.5+,4.5+,5.5+,BTS,CS,FTS,WTN,LTN
UAE - Pro League,Khorfakkan,26.0,3.58,100%,81%,62%,50%,31%,27%,65%,15%,19%,15%,19%
UAE - Pro League,Al Nasr,26.0,3.46,92%,81%,69%,54%,35%,12%,69%,12%,27%,4%,19%
UAE - Pro League,Al Ain,26.0,3.38,88%,81%,69%,46%,31%,23%,62%,31%,19%,19%,8%
UAE - Pro League,Al Urooba,26.0,3.38,100%,88%,73%,27%,23%,15%,58%,4%,38%,4%,38%
UAE - Pro League,Ajman,26.0,3.31,92%,81%,62%,50%,31%,12%,62%,19%,27%,12%,19%
UAE - Pro League,Al Wasl,26.0,3.31,92%,77%,69%,54%,23%,12%,62%,31%,15%,23%,8%
UAE - Pro League,Al Jazira,26.0,3.27,96%,85%,58%,42%,19%,12%,58%,23%,23%,19%,19%
UAE - Pro League,Dibba Al Hisn,26.0,3.27,100%,73%,62%,42%,35%,12%,65%,4%,31%,4%,31%
UAE - Pro League,Al Wahda,26.0,3.19,92%,81%,65%,46%,12%,8%,58%,35%,15%,27%,8%
UAE - Pro League,Bani Yas,26.0,3.19,92%,73%,62%,46%,27%,15%,54%,19%,35%,12%,27%
UAE - Pro League,Shabab Al Ahli,26.0,3.04,88%,85%,65%,31%,15%,8%,62%,38%,12%,27%,0%
UAE - Pro League,Ittihad Kalba,26.0,2.96,92%,77%,65%,38%,19%,4%,65%,19%,23%,12%,15%
UAE - Pro League,Al Bataeh,26.0,2.88,96%,81%,58%,35%,8%,8%,62%,23%,19%,19%,15%
UAE - Pro League,Al Sharjah,26.0,2.54,92%,65%,54%,23%,15%,4%,38%,50%,19%,42%,12%
UAE - Pro League,,,,,,,,,,,,,,
UAE - Pro League,League average,,,94.0%,79.1%,63.7%,41.8%,23.1%,12.1%,59.9%,23.1%,23.1%,17.0%,17.0%
Ukraine - Premier League,Shakhtar,30.0,3.17,93%,77%,57%,40%,27%,17%,53%,40%,13%,33%,7%
Ukraine - Premier League,Dynamo Kyiv,30.0,2.67,90%,83%,50%,27%,7%,7%,53%,47%,10%,37%,0%
Ukraine - Premier League,Karpaty Lviv,30.0,2.6,87%,70%,57%,30%,10%,3%,47%,43%,23%,30%,10%
Ukraine - Premier League,Veres,30.0,2.57,90%,83%,53%,20%,7%,3%,53%,20%,37%,10%,27%
Ukraine - Premier League,Zorya Luhansk,30.0,2.43,97%,80%,57%,10%,0%,0%,53%,20%,30%,17%,27%
Ukraine - Premier League,Inhulets,30.0,2.27,83%,60%,40%,20%,13%,7%,37%,30%,50%,13%,33%
Ukraine - Premier League,Oleksandria,30.0,2.27,90%,67%,47%,13%,3%,3%,43%,50%,17%,40%,7%
Ukraine - Premier League,Polessya,30.0,2.2,90%,67%,33%,20%,7%,3%,60%,33%,17%,23%,7%
Ukraine - Premier League,Chornomorets,30.0,2.17,97%,57%,43%,17%,3%,0%,47%,17%,40%,13%,37%
Ukraine - Premier League,LNZ Cherkasy,30.0,2.07,87%,63%,30%,17%,7%,3%,50%,27%,37%,13%,23%
Ukraine - Premier League,Obolon,30.0,2.07,83%,53%,37%,27%,3%,3%,23%,37%,57%,20%,40%
Ukraine - Premier League,Vorskla Poltava,30.0,2.07,87%,63%,37%,17%,3%,0%,37%,33%,43%,20%,30%
Ukraine - Premier League,Kryvbas KR,30.0,2.0,93%,63%,30%,13%,0%,0%,37%,40%,30%,33%,23%
Ukraine - Premier League,Livyi Bereh,30.0,1.9,90%,53%,30%,13%,3%,0%,23%,27%,60%,17%,50%
Ukraine - Premier League,Rukh Lviv,30.0,1.9,87%,60%,23%,17%,3%,0%,37%,40%,37%,27%,23%
Ukraine - Premier League,Kolos Kovalivka,30.0,1.73,83%,53%,23%,7%,3%,3%,40%,37%,40%,20%,23%
Ukraine - Premier League,,,,,,,,,,,,,,
Ukraine - Premier League,League average,,,89.2%,65.8%,40.4%,19.2%,6.3%,3.3%,43.3%,33.8%,33.8%,22.9%,22.9%
USA - MLS,Inter Miami,15.0,3.8,93%,80%,73%,53%,47%,27%,73%,20%,13%,13%,7%
USA - MLS,Chicago Fire,14.0,3.71,86%,86%,79%,57%,29%,14%,86%,14%,14%,0%,0%
USA - MLS,SJ Earthquakes,16.0,3.69,94%,81%,69%,44%,38%,25%,69%,25%,12%,19%,6%
USA - MLS,Charlotte,16.0,3.31,100%,81%,62%,44%,31%,12%,56%,25%,19%,25%,19%
USA - MLS,Los Angeles FC,15.0,3.27,100%,73%,60%,53%,20%,13%,53%,33%,13%,33%,13%
USA - MLS,Sporting KC,15.0,3.27,93%,73%,60%,33%,27%,27%,60%,20%,27%,13%,20%
USA - MLS,Philadelphia,16.0,3.13,94%,75%,69%,38%,25%,12%,56%,38%,12%,31%,6%
USA - MLS,Atlanta Utd,16.0,3.06,94%,81%,56%,31%,25%,12%,62%,6%,38%,0%,31%
USA - MLS,LA Galaxy,16.0,3.06,100%,81%,56%,31%,19%,12%,56%,0%,44%,0%,44%
USA - MLS,Orlando City,16.0,3.06,75%,69%,69%,44%,31%,19%,56%,44%,25%,19%,0%
USA - MLS,Nashville SC,16.0,2.94,88%,88%,69%,19%,6%,6%,62%,25%,25%,12%,12%
USA - MLS,Portland,16.0,2.94,88%,69%,50%,38%,31%,19%,56%,31%,25%,19%,12%
USA - MLS,Dallas,15.0,2.93,93%,67%,47%,33%,27%,20%,53%,13%,40%,7%,33%
USA - MLS,Cincinnati,16.0,2.88,100%,69%,50%,31%,25%,12%,56%,31%,12%,31%,12%
USA - MLS,Columbus Crew,16.0,2.81,88%,75%,56%,31%,19%,12%,75%,19%,19%,6%,6%
USA - MLS,New York RB,16.0,2.81,88%,75%,56%,25%,19%,12%,50%,38%,25%,25%,12%
USA - MLS,San Diego,16.0,2.81,88%,81%,62%,31%,19%,0%,50%,38%,25%,25%,12%
USA - MLS,Houston Dynamo,16.0,2.69,88%,81%,50%,31%,12%,6%,50%,44%,19%,31%,6%
USA - MLS,DC United,16.0,2.63,81%,75%,56%,25%,12%,6%,56%,19%,44%,0%,25%
USA - MLS,Seattle,16.0,2.63,94%,69%,44%,31%,12%,6%,44%,31%,31%,25%,25%
USA - MLS,Vancouver,15.0,2.6,73%,67%,53%,40%,20%,7%,53%,47%,27%,20%,0%
USA - MLS,CF Montreal,16.0,2.56,88%,62%,44%,25%,19%,12%,50%,19%,44%,6%,31%
USA - MLS,Colorado Rapids,16.0,2.5,94%,75%,44%,19%,12%,6%,44%,31%,31%,25%,25%
USA - MLS,Toronto,16.0,2.5,88%,69%,44%,19%,12%,12%,50%,25%,38%,12%,25%
USA - MLS,Real Salt Lake,16.0,2.44,94%,75%,44%,25%,6%,0%,50%,19%,38%,12%,31%
USA - MLS,Minnesota Utd,16.0,2.31,81%,62%,44%,25%,12%,6%,38%,50%,31%,31%,12%
USA - MLS,New York City,16.0,2.25,88%,56%,44%,19%,6%,6%,38%,38%,38%,25%,25%
USA - MLS,New England,14.0,2.14,86%,57%,29%,14%,14%,14%,36%,43%,36%,29%,21%
USA - MLS,St. Louis City,15.0,2.07,80%,53%,47%,20%,7%,0%,33%,33%,53%,13%,33%
USA - MLS,Austin,16.0,1.81,88%,50%,25%,6%,6%,6%,38%,38%,38%,25%,25%
USA - MLS,,,,,,,,,,,,,,
USA - MLS,League average,,,89.4%,71.9%,53.6%,31.1%,19.6%,11.5%,53.6%,28.5%,28.5%,17.9%,17.9%
USL Championship,Indy Eleven,9.0,4.11,100%,100%,78%,78%,22%,11%,100%,0%,0%,0%,0%
USL Championship,Charleston,10.0,3.6,100%,100%,90%,50%,10%,10%,80%,20%,0%,20%,0%
USL Championship,El Paso,11.0,3.36,100%,91%,73%,36%,9%,9%,82%,9%,9%,9%,9%
USL Championship,Phoenix Rising,11.0,3.36,100%,82%,64%,45%,18%,9%,73%,18%,9%,18%,9%
USL Championship,Oakland Roots,11.0,3.18,91%,82%,73%,27%,27%,18%,55%,18%,36%,9%,27%
USL Championship,Colorado S.,11.0,3.0,91%,82%,64%,45%,18%,0%,82%,18%,9%,9%,0%
USL Championship,Orange County,10.0,3.0,100%,80%,70%,30%,10%,10%,50%,0%,50%,0%,50%
USL Championship,Loudoun Utd,10.0,2.9,100%,90%,60%,20%,10%,10%,60%,20%,20%,20%,20%
USL Championship,San Antonio,11.0,2.82,91%,82%,64%,27%,18%,0%,64%,27%,18%,18%,9%
USL Championship,Hartford A.,9.0,2.78,89%,67%,33%,22%,22%,22%,44%,22%,44%,11%,33%
USL Championship,Sacramento R.,9.0,2.78,100%,78%,56%,33%,11%,0%,67%,22%,11%,22%,11%
USL Championship,Birmingham L.,10.0,2.7,100%,80%,50%,40%,0%,0%,70%,0%,30%,0%,30%
USL Championship,Tampa Bay,10.0,2.7,100%,80%,70%,20%,0%,0%,70%,0%,30%,0%,30%
USL Championship,Miami FC,9.0,2.67,100%,89%,67%,11%,0%,0%,78%,0%,22%,0%,22%
USL Championship,North Carolina,10.0,2.6,100%,70%,50%,20%,10%,10%,60%,30%,10%,30%,10%
USL Championship,Detroit City,11.0,2.55,82%,82%,45%,36%,9%,0%,55%,36%,27%,18%,9%
USL Championship,Lexington,11.0,2.55,82%,82%,36%,27%,18%,9%,55%,27%,36%,9%,18%
USL Championship,New Mexico,10.0,2.4,100%,60%,60%,10%,10%,0%,30%,60%,10%,60%,10%
USL Championship,FC Tulsa,10.0,2.1,100%,60%,30%,10%,10%,0%,50%,40%,10%,40%,10%
USL Championship,Monterey Bay,12.0,2.08,83%,67%,33%,17%,8%,0%,42%,25%,50%,8%,33%
USL Championship,Las Vegas L.,11.0,2.0,73%,36%,36%,27%,27%,0%,27%,55%,45%,27%,18%
USL Championship,Louisville City,10.0,2.0,90%,90%,20%,0%,0%,0%,50%,50%,10%,40%,0%
USL Championship,Rhode Island,10.0,2.0,90%,70%,30%,10%,0%,0%,20%,40%,50%,30%,40%
USL Championship,Pittsburgh,10.0,1.7,90%,60%,20%,0%,0%,0%,30%,40%,40%,30%,30%
USL Championship,,,,,,,,,,,,,,
USL Championship,League average,,,93.5%,77.2%,52.8%,26.8%,11.4%,4.9%,57.7%,24.4%,24.4%,17.9%,17.9%
USA - USL League One,Westchester SC,8.0,3.88,100%,100%,62%,62%,25%,12%,88%,0%,12%,0%,12%
USA - USL League One,Tormenta,8.0,3.5,100%,88%,75%,50%,25%,12%,75%,12%,12%,12%,12%
USA - USL League One,Richmond K.,11.0,3.36,91%,64%,64%,45%,27%,27%,64%,18%,27%,9%,18%
USA - USL League One,Charlotte I.,9.0,3.11,89%,67%,56%,44%,33%,11%,67%,22%,22%,11%,11%
USA - USL League One,Texoma,9.0,3.0,89%,78%,56%,33%,22%,11%,56%,22%,33%,11%,22%
USA - USL League One,Alta,8.0,2.88,88%,88%,62%,38%,12%,0%,62%,25%,25%,12%,12%
USA - USL League One,Union Omaha,7.0,2.71,86%,71%,71%,43%,0%,0%,57%,14%,43%,0%,29%
USA - USL League One,Greenville,9.0,2.56,100%,56%,44%,33%,11%,11%,33%,22%,44%,22%,44%
USA - USL League One,Spokane V.,9.0,2.56,89%,56%,56%,44%,11%,0%,44%,44%,22%,33%,11%
USA - USL League One,Chattanooga RW,8.0,2.38,75%,62%,50%,38%,12%,0%,62%,38%,25%,12%,0%
USA - USL League One,Naples,10.0,2.3,90%,70%,50%,20%,0%,0%,50%,40%,20%,30%,10%
USA - USL League One,One Knoxville,7.0,2.29,100%,71%,29%,29%,0%,0%,57%,43%,0%,43%,0%
USA - USL League One,Portland Hearts,7.0,2.0,71%,71%,43%,14%,0%,0%,71%,29%,29%,0%,0%
USA - USL League One,Forward Madison,8.0,1.88,88%,88%,12%,0%,0%,0%,75%,12%,25%,0%,12%
USA - USL League One,,,,,,,,,,,,,,
USA - USL League One,League average,,,89.8%,72.9%,52.5%,35.6%,13.6%,6.8%,61.0%,24.6%,24.6%,14.4%,14.4%
Vietnam - V League,Viettel,24.0,2.79,92%,75%,62%,33%,12%,4%,62%,29%,17%,21%,8%
Vietnam - V League,Nam Dinh,24.0,2.75,88%,75%,54%,29%,21%,4%,50%,38%,25%,25%,12%
Vietnam - V League,Gia Lai,24.0,2.67,96%,71%,50%,33%,8%,4%,50%,29%,25%,25%,21%
Vietnam - V League,Binh Duong,23.0,2.61,96%,74%,57%,26%,9%,0%,57%,17%,30%,13%,26%
Vietnam - V League,Ha Noi,24.0,2.58,96%,83%,50%,17%,8%,4%,54%,38%,12%,33%,8%
Vietnam - V League,Da Nang,24.0,2.46,88%,67%,42%,29%,17%,4%,50%,21%,42%,8%,29%
Vietnam - V League,Thanh Hoa,24.0,2.46,96%,75%,46%,25%,4%,0%,75%,17%,12%,12%,8%
Vietnam - V League,Cong An Nhan,22.0,2.32,86%,73%,45%,9%,5%,5%,50%,36%,27%,23%,14%
Vietnam - V League,Quang Nam,24.0,2.29,83%,62%,42%,21%,8%,4%,50%,29%,38%,12%,21%
Vietnam - V League,Binh Dinh,23.0,2.26,91%,61%,48%,22%,4%,0%,52%,22%,35%,13%,26%
Vietnam - V League,Ho Chi Minh,24.0,2.17,83%,71%,38%,17%,4%,4%,46%,25%,46%,8%,29%
Vietnam - V League,Song Lam Nghe,24.0,2.08,88%,62%,29%,17%,12%,0%,50%,29%,33%,17%,21%
Vietnam - V League,Hai Phong,24.0,2.0,88%,62%,29%,17%,4%,0%,42%,38%,33%,25%,21%
Vietnam - V League,Hong Linh Ha T.,24.0,1.63,79%,50%,17%,17%,0%,0%,46%,42%,33%,21%,12%
Vietnam - V League,,,,,,,,,,,,,,
Vietnam - V League,League average,,,89.2%,68.7%,43.4%,22.3%,8.4%,2.4%,52.4%,29.2%,29.2%,18.4%,18.4%
Vietnam - V League 2,Ba Ria Vung Tau,18.0,2.56,94%,61%,44%,33%,22%,0%,39%,17%,50%,11%,44%
Vietnam - V League 2,Hue,19.0,2.37,95%,74%,47%,16%,5%,0%,42%,11%,53%,5%,47%
Vietnam - V League 2,Binh Phuoc,18.0,2.06,89%,67%,33%,11%,6%,0%,39%,56%,17%,44%,6%
Vietnam - V League 2,Phu Dong,18.0,2.06,100%,67%,28%,6%,6%,0%,11%,89%,0%,89%,0%
Vietnam - V League 2,PVF-CAND,18.0,2.06,83%,50%,44%,17%,6%,6%,22%,61%,33%,44%,17%
Vietnam - V League 2,S. Khanh Hoa,18.0,2.0,89%,72%,28%,11%,0%,0%,44%,22%,44%,11%,33%
Vietnam - V League 2,Ho Chi Minh B,18.0,1.67,72%,61%,22%,11%,0%,0%,28%,44%,56%,17%,28%
Vietnam - V League 2,Hoa Binh,18.0,1.67,72%,50%,22%,11%,6%,6%,44%,39%,44%,11%,17%
Vietnam - V League 2,Dong Nai,19.0,1.58,68%,37%,26%,21%,5%,0%,32%,47%,53%,16%,21%
Vietnam - V League 2,Dong Thap,18.0,1.39,78%,39%,17%,6%,0%,0%,22%,39%,61%,17%,39%
Vietnam - V League 2,Long An,18.0,1.28,61%,50%,17%,0%,0%,0%,28%,50%,61%,11%,22%
Vietnam - V League 2,,,,,,,,,,,,,,
Vietnam - V League 2,League average,,,82.0%,57.0%,30.0%,13.0%,5.0%,1.0%,32.0%,43.0%,43.0%,25.0%,25.0%
