League_Name,Team_Away,GP,Avg,0.5+,1.5+,2.5+,3.5+,4.5+,5.5+,BTS,CS,FTS,WTN,LTN
Northern Ireland - NIFL Premiership,Portadown,18.0,2.56,100%,78%,44%,22%,11%,0%,39%,28%,33%,28%,33%
Northern Ireland - NIFL Premiership,Linfield,18.0,2.5,89%,67%,56%,33%,6%,0%,39%,50%,22%,39%,11%
Northern Ireland - NIFL Premiership,Larne,20.0,2.35,95%,65%,45%,25%,5%,0%,55%,30%,20%,25%,15%
Northern Ireland - NIFL Premiership,Glenavon,19.0,2.26,89%,74%,26%,21%,11%,5%,26%,37%,47%,26%,37%
Northern Ireland - NIFL Premiership,Crusaders,18.0,1.89,94%,44%,33%,17%,0%,0%,28%,44%,33%,39%,28%
Northern Ireland - NIFL Premiership,,,,,,,,,,,,,,
Northern Ireland - NIFL Premiership,League average,,,93.9%,71.9%,47.8%,27.2%,10.1%,3.1%,46.1%,27.6%,32.5%,21.5%,26.3%
Norway - Eliteserien,Viking,5.0,4.6,100%,80%,80%,80%,60%,40%,80%,20%,0%,20%,0%
Norway - Eliteserien,Stromsgodset,4.0,4.5,100%,100%,100%,75%,75%,0%,75%,25%,0%,25%,0%
Norway - Eliteserien,Tromso,4.0,4.25,100%,75%,75%,75%,25%,25%,75%,25%,0%,25%,0%
Norway - Eliteserien,Brann,4.0,3.5,100%,100%,75%,25%,25%,25%,50%,25%,25%,25%,25%
Norway - Eliteserien,Bryne,4.0,3.25,100%,100%,75%,25%,25%,0%,50%,25%,25%,25%,25%
Norway - Eliteserien,Sandefjord,4.0,3.25,100%,75%,75%,75%,0%,0%,75%,25%,0%,25%,0%
Norway - Eliteserien,Haugesund,5.0,3.0,100%,60%,60%,40%,20%,20%,60%,0%,40%,0%,40%
Norway - Eliteserien,Kristiansund,6.0,3.0,100%,83%,67%,33%,17%,0%,83%,17%,0%,17%,0%
Norway - Eliteserien,HamKam,4.0,2.75,100%,100%,50%,25%,0%,0%,25%,0%,75%,0%,75%
Norway - Eliteserien,Bodo/Glimt,3.0,2.67,100%,67%,67%,33%,0%,0%,67%,33%,0%,33%,0%
Norway - Eliteserien,Sarpsborg 08,4.0,2.5,75%,75%,50%,50%,0%,0%,50%,50%,25%,25%,0%
Norway - Eliteserien,Molde,5.0,2.4,80%,80%,80%,0%,0%,0%,20%,60%,40%,40%,20%
Norway - Eliteserien,Fredrikstad,4.0,2.25,75%,25%,25%,25%,25%,25%,25%,50%,50%,25%,25%
Norway - Eliteserien,Rosenborg,5.0,2.2,80%,80%,40%,20%,0%,0%,20%,60%,40%,40%,20%
Norway - Eliteserien,KFUM Oslo,4.0,2.0,75%,50%,50%,25%,0%,0%,25%,25%,75%,0%,50%
Norway - Eliteserien,Valerenga,5.0,2.0,100%,80%,20%,0%,0%,0%,40%,40%,20%,40%,20%
Norway - Eliteserien,,,,,,,,,,,,,,
Norway - Eliteserien,League average,,,92.9%,77.1%,61.4%,37.1%,17.1%,8.6%,51.4%,30.0%,25.7%,22.9%,18.6%
Norway - 1st Division,Moss,4.0,4.0,100%,100%,75%,50%,50%,25%,25%,0%,75%,0%,75%
Norway - 1st Division,Aalesund,2.0,3.5,50%,50%,50%,50%,50%,50%,50%,50%,50%,0%,0%
Norway - 1st Division,Asane,4.0,3.5,100%,100%,50%,50%,50%,0%,75%,0%,25%,0%,25%
Norway - 1st Division,Odd,4.0,3.5,100%,75%,75%,75%,25%,0%,75%,0%,25%,0%,25%
Norway - 1st Division,Lillestrom,5.0,3.2,100%,80%,60%,40%,20%,20%,40%,60%,0%,60%,0%
Norway - 1st Division,Skeid,5.0,3.2,100%,80%,60%,20%,20%,20%,80%,0%,20%,0%,20%
Norway - 1st Division,Kongsvinger,4.0,3.0,100%,100%,50%,25%,25%,0%,50%,25%,25%,25%,25%
Norway - 1st Division,Mjondalen,5.0,2.8,80%,60%,60%,60%,20%,0%,40%,20%,60%,0%,40%
Norway - 1st Division,Lyn,4.0,2.75,100%,100%,75%,0%,0%,0%,50%,25%,25%,25%,25%
Norway - 1st Division,Ranheim,4.0,2.75,100%,75%,50%,25%,25%,0%,50%,25%,25%,25%,25%
Norway - 1st Division,Sogndal,4.0,2.75,100%,100%,75%,0%,0%,0%,75%,25%,0%,25%,0%
Norway - 1st Division,Start,4.0,2.75,75%,75%,50%,50%,25%,0%,75%,25%,25%,0%,0%
Norway - 1st Division,Raufoss,3.0,2.67,100%,100%,33%,33%,0%,0%,100%,0%,0%,0%,0%
Norway - 1st Division,Stabaek,4.0,2.5,100%,50%,25%,25%,25%,25%,50%,25%,25%,25%,25%
Norway - 1st Division,Egersund,4.0,2.0,100%,75%,25%,0%,0%,0%,50%,50%,0%,50%,0%
Norway - 1st Division,Hodd,4.0,2.0,100%,75%,25%,0%,0%,0%,50%,25%,25%,25%,25%
Norway - 1st Division,,,,,,,,,,,,,,
Norway - 1st Division,League average,,,95.3%,81.3%,53.1%,31.3%,20.3%,7.8%,57.8%,21.9%,25.0%,17.2%,20.3%
Paraguay - Primera Div. - Apertura,D. Recoleta,10.0,3.4,90%,90%,70%,50%,20%,10%,80%,20%,10%,10%,0%
Paraguay - Primera Div. - Apertura,S. Trinidense,11.0,2.55,100%,73%,36%,27%,9%,9%,73%,9%,18%,9%,18%
Paraguay - Primera Div. - Apertura,S. Luqueno,11.0,2.45,91%,73%,55%,27%,0%,0%,45%,18%,45%,9%,36%
Paraguay - Primera Div. - Apertura,Libertad,10.0,2.3,90%,70%,40%,20%,10%,0%,50%,40%,20%,30%,10%
Paraguay - Primera Div. - Apertura,Nacional,10.0,2.1,90%,60%,50%,10%,0%,0%,50%,20%,40%,10%,30%
Paraguay - Primera Div. - Apertura,S. Ameliano,10.0,2.1,90%,60%,30%,20%,10%,0%,40%,20%,50%,10%,40%
Paraguay - Primera Div. - Apertura,Olimpia,11.0,2.09,91%,73%,36%,9%,0%,0%,73%,27%,9%,18%,0%
Paraguay - Primera Div. - Apertura,Cerro Porteno,10.0,2.0,90%,60%,30%,20%,0%,0%,50%,30%,30%,20%,20%
Paraguay - Primera Div. - Apertura,Guarani,10.0,2.0,90%,60%,40%,10%,0%,0%,30%,60%,20%,50%,10%
Paraguay - Primera Div. - Apertura,2 de Mayo,11.0,1.82,91%,73%,18%,0%,0%,0%,64%,27%,18%,18%,9%
Paraguay - Primera Div. - Apertura,G. Caballero,11.0,1.64,82%,36%,36%,9%,0%,0%,27%,45%,45%,27%,27%
Paraguay - Primera Div. - Apertura,A. Tembetary,11.0,1.45,82%,55%,9%,0%,0%,0%,36%,27%,55%,9%,36%
Paraguay - Primera Div. - Apertura,,,,,,,,,,,,,,
Paraguay - Primera Div. - Apertura,League average,,,89.7%,65.1%,37.3%,16.7%,4.0%,1.6%,51.6%,28.6%,30.2%,18.3%,19.8%
Paraguay - Division Intermedia,Independiente,4.0,3.0,100%,100%,75%,25%,0%,0%,100%,0%,0%,0%,0%
Paraguay - Division Intermedia,C. River Plate,6.0,2.83,100%,83%,67%,33%,0%,0%,50%,0%,50%,0%,50%
Paraguay - Division Intermedia,Guarani de Fram,6.0,2.67,100%,100%,33%,17%,17%,0%,100%,0%,0%,0%,0%
Paraguay - Division Intermedia,Encarnacion,5.0,2.6,100%,60%,40%,40%,20%,0%,60%,0%,40%,0%,40%
Paraguay - Division Intermedia,Pastoreo,6.0,2.33,100%,67%,17%,17%,17%,17%,50%,0%,50%,0%,50%
Paraguay - Division Intermedia,12 de Junio VH,5.0,2.2,100%,60%,40%,20%,0%,0%,40%,40%,20%,40%,20%
Paraguay - Division Intermedia,D. Santani,5.0,2.2,80%,60%,60%,20%,0%,0%,40%,20%,60%,0%,40%
Paraguay - Division Intermedia,San Lorenzo,5.0,2.2,100%,100%,20%,0%,0%,0%,60%,20%,20%,20%,20%
Paraguay - Division Intermedia,Tacuary,5.0,2.2,100%,60%,40%,20%,0%,0%,60%,20%,20%,20%,20%
Paraguay - Division Intermedia,Resistencia,4.0,2.0,100%,75%,25%,0%,0%,0%,75%,0%,25%,0%,25%
Paraguay - Division Intermedia,S. Carapegua,4.0,2.0,75%,75%,50%,0%,0%,0%,75%,25%,25%,0%,0%
Paraguay - Division Intermedia,D. Capiata,6.0,1.83,100%,50%,17%,17%,0%,0%,17%,50%,33%,50%,33%
Paraguay - Division Intermedia,Sol de America,4.0,1.75,100%,75%,0%,0%,0%,0%,25%,25%,50%,25%,50%
Paraguay - Division Intermedia,Guairena,4.0,1.0,75%,25%,0%,0%,0%,0%,0%,50%,75%,25%,50%
Paraguay - Division Intermedia,F. de la Mora,5.0,0.8,60%,20%,0%,0%,0%,0%,0%,40%,100%,0%,60%
Paraguay - Division Intermedia,Rubio Nu,6.0,0.67,50%,17%,0%,0%,0%,0%,17%,67%,67%,17%,17%
Paraguay - Division Intermedia,,,,,,,,,,,,,,
Paraguay - Division Intermedia,League average,,,90.0%,63.8%,30.0%,13.8%,3.8%,1.3%,47.5%,22.5%,40.0%,12.5%,30.0%
Peru - Liga 1 - Apertura,Cajamarca,7.0,4.0,100%,86%,71%,43%,43%,43%,57%,14%,29%,14%,29%
Peru - Liga 1 - Apertura,A. Huanuco,6.0,3.67,100%,83%,67%,67%,33%,17%,50%,17%,33%,17%,33%
Peru - Liga 1 - Apertura,Sport Boys,6.0,3.67,100%,83%,83%,67%,17%,17%,50%,17%,33%,17%,33%
Peru - Liga 1 - Apertura,Comerciantes U.,6.0,3.33,100%,100%,50%,33%,33%,17%,67%,17%,17%,17%,17%
Peru - Liga 1 - Apertura,Cusco,7.0,3.29,100%,86%,86%,29%,14%,14%,71%,0%,29%,0%,29%
Peru - Liga 1 - Apertura,Juan Pablo II C,7.0,3.29,100%,71%,57%,57%,29%,14%,43%,0%,57%,0%,57%
Peru - Liga 1 - Apertura,ADT,7.0,3.14,100%,86%,71%,43%,14%,0%,57%,14%,29%,14%,29%
Peru - Liga 1 - Apertura,Binacional,7.0,3.14,100%,86%,57%,43%,29%,0%,43%,29%,29%,29%,29%
Peru - Liga 1 - Apertura,Atletico Grau,6.0,3.0,83%,83%,50%,33%,17%,17%,50%,17%,50%,0%,33%
Peru - Liga 1 - Apertura,FBC Melgar,6.0,3.0,100%,83%,50%,33%,33%,0%,83%,17%,0%,17%,0%
Peru - Liga 1 - Apertura,Los Chankas,6.0,2.83,100%,83%,50%,17%,17%,17%,83%,0%,17%,0%,17%
Peru - Liga 1 - Apertura,D. Garcilaso,7.0,2.71,86%,71%,71%,29%,14%,0%,57%,29%,29%,14%,14%
Peru - Liga 1 - Apertura,S. Cristal,7.0,2.71,100%,57%,43%,43%,29%,0%,43%,14%,43%,14%,43%
Peru - Liga 1 - Apertura,Sport Huancayo,6.0,2.5,100%,67%,50%,33%,0%,0%,67%,33%,0%,33%,0%
Peru - Liga 1 - Apertura,Alianza Lima,6.0,2.33,100%,67%,50%,17%,0%,0%,50%,33%,17%,33%,17%
Peru - Liga 1 - Apertura,Cienciano,6.0,2.33,83%,67%,33%,33%,17%,0%,67%,33%,17%,17%,0%
Peru - Liga 1 - Apertura,Universitario,6.0,2.33,100%,100%,17%,17%,0%,0%,50%,17%,33%,17%,33%
Peru - Liga 1 - Apertura,Ayacucho,7.0,1.71,86%,57%,29%,0%,0%,0%,29%,29%,57%,14%,43%
Peru - Liga 1 - Apertura,Alianza A.,6.0,1.67,83%,50%,33%,0%,0%,0%,33%,50%,33%,33%,17%
Peru - Liga 1 - Apertura,,,,,,,,,,,,,,
Peru - Liga 1 - Apertura,League average,,,95.9%,77.0%,54.1%,33.6%,18.0%,8.2%,54.9%,19.7%,29.5%,15.6%,25.4%
Poland - Ekstraklasa,Lechia Gdansk,17.0,3.41,94%,94%,65%,47%,29%,12%,76%,12%,18%,6%,12%
Poland - Ekstraklasa,Katowice,17.0,3.24,100%,76%,59%,41%,29%,12%,47%,18%,35%,18%,35%
Poland - Ekstraklasa,Legia Warsaw,17.0,3.24,100%,82%,59%,47%,18%,12%,65%,24%,12%,24%,12%
Poland - Ekstraklasa,Motor Lublin,17.0,3.24,94%,76%,65%,35%,24%,12%,53%,18%,35%,12%,29%
Poland - Ekstraklasa,Stal Mielec,17.0,3.18,100%,82%,71%,47%,18%,0%,76%,0%,24%,0%,24%
Poland - Ekstraklasa,Cracovia Krakow,17.0,3.0,94%,76%,59%,24%,24%,18%,71%,29%,6%,24%,0%
Poland - Ekstraklasa,Radomiak Radom,17.0,3.0,94%,71%,71%,41%,24%,0%,65%,12%,29%,6%,24%
Poland - Ekstraklasa,Pogon Szczecin,17.0,2.88,88%,76%,53%,29%,12%,12%,53%,24%,35%,12%,24%
Poland - Ekstraklasa,Slask Wroclaw,17.0,2.82,88%,76%,47%,29%,18%,12%,47%,12%,53%,0%,41%
Poland - Ekstraklasa,Widzew Lodz,17.0,2.82,94%,88%,53%,24%,12%,6%,65%,12%,29%,6%,24%
Poland - Ekstraklasa,Jagiellonia,17.0,2.71,100%,76%,47%,35%,12%,0%,59%,29%,12%,29%,12%
Poland - Ekstraklasa,Gornik Zabrze,17.0,2.53,94%,76%,47%,18%,12%,6%,53%,18%,35%,12%,29%
Poland - Ekstraklasa,Puszcza Niepolo,17.0,2.53,94%,82%,29%,18%,6%,6%,41%,18%,47%,12%,41%
Poland - Ekstraklasa,Lech Poznan,17.0,2.41,88%,71%,53%,24%,6%,0%,47%,41%,24%,29%,12%
Poland - Ekstraklasa,Zaglebie Lubin,17.0,2.41,100%,65%,35%,29%,6%,6%,47%,12%,41%,12%,41%
Poland - Ekstraklasa,Korona Kielce,17.0,2.29,94%,82%,29%,18%,6%,0%,65%,18%,24%,12%,18%
Poland - Ekstraklasa,Piast Gliwice,17.0,2.06,94%,59%,29%,18%,6%,0%,47%,24%,35%,18%,29%
Poland - Ekstraklasa,Rakow C.,17.0,1.82,82%,59%,24%,12%,6%,0%,29%,65%,24%,47%,6%
Poland - Ekstraklasa,,,,,,,,,,,,,,
Poland - Ekstraklasa,League average,,,94.1%,76.1%,49.7%,29.7%,14.7%,6.2%,55.9%,21.2%,28.8%,15.4%,22.9%
Poland - 1. Liga,Wisla Krakow,17.0,3.18,100%,88%,71%,41%,12%,6%,59%,29%,12%,29%,12%
Poland - 1. Liga,T. Nieciecza,17.0,3.06,100%,82%,65%,35%,18%,6%,47%,41%,12%,41%,12%
Poland - 1. Liga,Stal Rzeszow,17.0,2.94,100%,82%,59%,35%,12%,6%,59%,6%,35%,6%,35%
Poland - 1. Liga,Chrobry Glogow,17.0,2.88,94%,76%,59%,29%,24%,6%,53%,12%,41%,6%,35%
Poland - 1. Liga,LKS Lodz,17.0,2.88,94%,71%,65%,35%,12%,12%,59%,29%,18%,24%,12%
Poland - 1. Liga,K. Kolobrzeg,17.0,2.82,94%,76%,53%,35%,18%,6%,47%,24%,35%,18%,29%
Poland - 1. Liga,Pogon Siedlce,17.0,2.76,100%,76%,47%,29%,18%,6%,65%,0%,35%,0%,35%
Poland - 1. Liga,Ruch Chorzow,17.0,2.76,100%,82%,35%,29%,18%,6%,47%,29%,24%,29%,24%
Poland - 1. Liga,Stalowa Wola,17.0,2.76,82%,71%,53%,35%,24%,12%,47%,24%,47%,6%,29%
Poland - 1. Liga,Znicz Pruszkow,17.0,2.71,88%,76%,53%,29%,24%,0%,65%,29%,18%,18%,6%
Poland - 1. Liga,Gornik Leczna,17.0,2.65,94%,82%,47%,29%,12%,0%,65%,29%,12%,24%,6%
Poland - 1. Liga,Tychy,17.0,2.65,76%,59%,59%,47%,12%,12%,59%,41%,24%,18%,0%
Poland - 1. Liga,Wisla Plock,17.0,2.65,82%,71%,59%,41%,6%,6%,59%,29%,29%,12%,12%
Poland - 1. Liga,Odra Opole,17.0,2.53,88%,65%,59%,24%,12%,6%,41%,24%,47%,12%,35%
Poland - 1. Liga,Polonia Warszaw,17.0,2.53,82%,71%,53%,24%,18%,6%,65%,29%,24%,12%,6%
Poland - 1. Liga,Warta Poznan,17.0,2.35,82%,71%,53%,24%,6%,0%,41%,29%,47%,12%,29%
Poland - 1. Liga,Arka Gdynia,17.0,2.29,100%,59%,41%,18%,6%,6%,35%,53%,12%,53%,12%
Poland - 1. Liga,Miedz Legnica,17.0,2.29,94%,76%,41%,12%,6%,0%,53%,29%,24%,24%,18%
Poland - 1. Liga,,,,,,,,,,,,,,
Poland - 1. Liga,League average,,,91.8%,74.2%,53.9%,30.7%,14.1%,5.6%,53.6%,27.1%,27.5%,19.0%,19.3%
Portugal - Liga Portugal,Sporting CP,17.0,3.65,94%,88%,76%,41%,29%,18%,47%,53%,6%,47%,0%
Portugal - Liga Portugal,Estoril,17.0,3.24,94%,82%,76%,53%,12%,6%,59%,12%,35%,6%,29%
Portugal - Liga Portugal,Famalicao,17.0,3.0,94%,94%,71%,24%,12%,6%,71%,24%,12%,18%,6%
Portugal - Liga Portugal,Arouca,17.0,2.88,94%,76%,65%,47%,6%,0%,65%,18%,24%,12%,18%
Portugal - Liga Portugal,Moreirense,17.0,2.88,100%,76%,59%,41%,12%,0%,59%,18%,24%,18%,24%
Portugal - Liga Portugal,Benfica,17.0,2.82,100%,88%,53%,24%,18%,0%,53%,35%,12%,35%,12%
Portugal - Liga Portugal,AVS,17.0,2.71,88%,76%,41%,29%,24%,12%,53%,24%,35%,12%,24%
Portugal - Liga Portugal,FC Porto,17.0,2.65,100%,82%,47%,24%,12%,0%,35%,41%,24%,41%,24%
Portugal - Liga Portugal,Rio Ave,17.0,2.65,100%,76%,47%,24%,12%,6%,41%,12%,47%,12%,47%
Portugal - Liga Portugal,Boavista,17.0,2.59,94%,65%,59%,29%,12%,0%,41%,24%,41%,18%,35%
Portugal - Liga Portugal,Gil Vicente,17.0,2.59,94%,76%,47%,24%,12%,6%,53%,18%,35%,12%,29%
Portugal - Liga Portugal,Casa Pia,17.0,2.47,88%,76%,47%,24%,12%,0%,53%,24%,35%,12%,24%
Portugal - Liga Portugal,Farense,17.0,2.18,82%,65%,41%,24%,6%,0%,53%,24%,41%,6%,24%
Portugal - Liga Portugal,Guimaraes,17.0,2.12,94%,59%,35%,24%,0%,0%,47%,24%,35%,18%,29%
Portugal - Liga Portugal,Santa Clara,17.0,2.12,94%,65%,29%,12%,12%,0%,47%,24%,35%,18%,29%
Portugal - Liga Portugal,Sporting Braga,17.0,1.94,88%,65%,41%,0%,0%,0%,47%,53%,12%,41%,0%
Portugal - Liga Portugal,Estrela Amadora,17.0,1.88,94%,53%,18%,12%,6%,6%,24%,18%,65%,12%,59%
Portugal - Liga Portugal,Nacional,17.0,1.88,94%,59%,29%,6%,0%,0%,29%,18%,59%,12%,53%
Portugal - Liga Portugal,,,,,,,,,,,,,,
Portugal - Liga Portugal,League average,,,93.8%,73.5%,49.0%,25.5%,10.8%,3.3%,48.7%,25.5%,32.0%,19.3%,25.8%
Portugal - Liga Portugal 2,Oliveirense,17.0,3.18,88%,82%,76%,41%,18%,6%,53%,18%,41%,6%,29%
Portugal - Liga Portugal 2,Benfica B,17.0,2.94,94%,88%,53%,29%,24%,6%,71%,18%,18%,12%,12%
Portugal - Liga Portugal 2,Maritimo,17.0,2.88,94%,76%,53%,35%,24%,6%,65%,24%,18%,18%,12%
Portugal - Liga Portugal 2,Academico Viseu,17.0,2.82,100%,88%,35%,29%,18%,6%,59%,18%,24%,18%,24%
Portugal - Liga Portugal 2,Uniao de Leiria,17.0,2.82,100%,76%,65%,24%,18%,0%,59%,29%,12%,29%,12%
Portugal - Liga Portugal 2,Penafiel,17.0,2.76,100%,71%,53%,35%,12%,6%,53%,18%,29%,18%,29%
Portugal - Liga Portugal 2,Tondela,17.0,2.76,100%,82%,47%,47%,0%,0%,65%,29%,6%,29%,6%
Portugal - Liga Portugal 2,Alverca,17.0,2.53,100%,76%,41%,24%,12%,0%,71%,18%,12%,18%,12%
Portugal - Liga Portugal 2,Mafra,17.0,2.53,94%,82%,53%,18%,6%,0%,47%,12%,47%,6%,41%
Portugal - Liga Portugal 2,Felgueiras,17.0,2.47,88%,82%,41%,24%,12%,0%,59%,24%,29%,12%,18%
Portugal - Liga Portugal 2,Torreense,17.0,2.47,94%,82%,53%,18%,0%,0%,65%,18%,24%,12%,18%
Portugal - Liga Portugal 2,Portimonense,17.0,2.41,88%,76%,47%,18%,12%,0%,41%,24%,47%,12%,35%
Portugal - Liga Portugal 2,FC Porto B,17.0,2.35,88%,71%,47%,18%,6%,6%,47%,24%,41%,12%,29%
Portugal - Liga Portugal 2,Vizela,17.0,2.29,88%,59%,35%,18%,18%,12%,53%,41%,18%,29%,6%
Portugal - Liga Portugal 2,Pacos Ferreira,17.0,2.18,94%,59%,41%,12%,6%,6%,35%,29%,41%,24%,35%
Portugal - Liga Portugal 2,Leixoes,17.0,2.12,82%,59%,41%,24%,6%,0%,41%,29%,47%,12%,29%
Portugal - Liga Portugal 2,Chaves,17.0,2.0,82%,65%,47%,6%,0%,0%,53%,35%,29%,18%,12%
Portugal - Liga Portugal 2,Feirense,17.0,1.71,76%,47%,35%,6%,6%,0%,35%,35%,53%,12%,29%
Portugal - Liga Portugal 2,,,,,,,,,,,,,,
Portugal - Liga Portugal 2,League average,,,91.8%,73.5%,48.0%,23.5%,10.8%,2.9%,53.9%,24.5%,29.7%,16.3%,21.6%
Scotland - Premiership,Celtic,19.0,3.53,95%,84%,68%,42%,37%,21%,47%,42%,16%,37%,11%
Scotland - Premiership,Rangers,19.0,3.42,95%,79%,74%,53%,21%,16%,68%,21%,16%,16%,11%
Scotland - Premiership,Kilmarnock,19.0,3.26,100%,79%,58%,42%,32%,16%,53%,5%,42%,5%,42%
Scotland - Premiership,Dundee FC,19.0,3.21,100%,84%,58%,47%,21%,11%,53%,16%,32%,16%,32%
Scotland - Premiership,St. Mirren,18.0,3.06,100%,100%,67%,33%,6%,0%,56%,17%,28%,17%,28%
Scotland - Premiership,St. Johnstone,19.0,3.0,100%,89%,63%,32%,11%,5%,58%,11%,32%,11%,32%
Scotland - Premiership,Motherwell,20.0,2.75,95%,80%,70%,20%,10%,0%,65%,10%,30%,5%,25%
Scotland - Premiership,Aberdeen,19.0,2.74,95%,74%,58%,26%,11%,11%,47%,16%,42%,11%,37%
Scotland - Premiership,Ross County,19.0,2.74,89%,79%,58%,26%,16%,5%,32%,26%,53%,16%,42%
Scotland - Premiership,Hearts,19.0,2.63,89%,68%,58%,32%,11%,5%,53%,26%,32%,16%,21%
Scotland - Premiership,Hibernian,19.0,2.63,89%,79%,53%,32%,11%,0%,58%,21%,32%,11%,21%
Scotland - Premiership,Dundee Utd,19.0,2.58,100%,63%,42%,26%,11%,11%,53%,26%,21%,26%,21%
Scotland - Premiership,,,,,,,,,,,,,,
Scotland - Premiership,League average,,,95.6%,79.8%,60.5%,34.2%,16.2%,8.3%,53.5%,19.7%,31.1%,15.4%,26.8%
Scotland - Championship,Hamilton,18.0,3.0,94%,78%,61%,33%,22%,11%,50%,17%,39%,11%,33%
Scotland - Championship,Falkirk,18.0,2.89,100%,78%,44%,33%,17%,11%,44%,39%,17%,39%,17%
Scotland - Championship,Airdrieonians,18.0,2.83,94%,83%,50%,33%,22%,0%,50%,11%,44%,6%,39%
Scotland - Championship,Raith Rovers,18.0,2.67,89%,78%,56%,22%,11%,11%,39%,22%,50%,11%,39%
Scotland - Championship,Greenock Morton,18.0,2.61,83%,67%,50%,33%,22%,6%,44%,28%,44%,11%,28%
Scotland - Championship,Queens Park,18.0,2.44,83%,78%,61%,17%,6%,0%,56%,33%,28%,17%,11%
Scotland - Championship,Livingston,18.0,2.33,83%,72%,56%,11%,6%,6%,50%,33%,33%,17%,17%
Scotland - Championship,Ayr Utd,18.0,2.22,100%,72%,22%,17%,11%,0%,33%,33%,33%,33%,33%
Scotland - Championship,Partick Thistle,18.0,2.17,94%,61%,39%,6%,6%,6%,39%,39%,28%,33%,22%
Scotland - Championship,Dunfermline,18.0,1.94,94%,61%,28%,6%,6%,0%,22%,11%,72%,6%,67%
Scotland - Championship,,,,,,,,,,,,,,
Scotland - Championship,League average,,,91.7%,72.8%,46.7%,21.1%,12.8%,5.0%,42.8%,26.7%,38.9%,18.3%,30.6%
Serbia - Super Liga,Red Star,18.0,4.17,100%,89%,83%,67%,33%,22%,56%,44%,0%,44%,0%
Serbia - Super Liga,Radnicki Nis,19.0,3.32,95%,89%,63%,47%,21%,16%,68%,11%,26%,5%,21%
Serbia - Super Liga,Backa Topola,19.0,3.26,89%,84%,74%,42%,21%,11%,63%,26%,21%,16%,11%
Serbia - Super Liga,Jedinstvo U.,19.0,3.16,100%,84%,68%,42%,16%,5%,47%,0%,53%,0%,53%
Serbia - Super Liga,Vojvodina,19.0,3.16,95%,89%,68%,53%,11%,0%,68%,26%,11%,21%,5%
Serbia - Super Liga,Radnicki 1923,18.0,3.06,94%,78%,56%,39%,17%,11%,50%,22%,33%,17%,28%
Serbia - Super Liga,Novi Pazar,19.0,2.95,95%,79%,53%,32%,26%,5%,74%,21%,11%,16%,5%
Serbia - Super Liga,Cukaricki,18.0,2.94,100%,78%,61%,33%,11%,6%,72%,28%,0%,28%,0%
Serbia - Super Liga,Partizan,18.0,2.94,89%,67%,61%,39%,22%,11%,50%,50%,11%,39%,0%
Serbia - Super Liga,IMT N. Beograd,18.0,2.83,100%,83%,50%,28%,11%,6%,56%,17%,28%,17%,28%
Serbia - Super Liga,T. Odzaci,19.0,2.74,95%,63%,58%,26%,21%,11%,42%,11%,53%,5%,47%
Serbia - Super Liga,OFK Beograd,18.0,2.67,94%,67%,44%,33%,17%,6%,56%,33%,17%,28%,11%
Serbia - Super Liga,S. Subotica,19.0,2.58,84%,79%,47%,26%,16%,5%,47%,16%,53%,0%,37%
Serbia - Super Liga,Z. Pancevo,18.0,2.28,94%,72%,39%,17%,6%,0%,50%,28%,28%,22%,22%
Serbia - Super Liga,Napredak,18.0,2.11,78%,67%,33%,17%,11%,6%,44%,33%,44%,11%,22%
Serbia - Super Liga,Mladost Lucani,19.0,1.95,79%,58%,42%,16%,0%,0%,47%,26%,47%,5%,26%
Serbia - Super Liga,,,,,,,,,,,,,,
Serbia - Super Liga,League average,,,92.6%,76.7%,56.4%,34.8%,16.2%,7.4%,55.7%,24.3%,27.4%,16.9%,19.9%
Singapore - Premier League,Khalsa,16.0,5.0,100%,88%,88%,88%,50%,31%,62%,31%,6%,31%,6%
Singapore - Premier League,Tanjong Pagar,16.0,4.81,100%,100%,88%,69%,69%,38%,69%,0%,31%,0%,31%
Singapore - Premier League,Geylang,16.0,4.75,100%,100%,88%,75%,50%,31%,81%,19%,0%,19%,0%
Singapore - Premier League,Hougang,16.0,4.19,100%,88%,69%,50%,38%,38%,88%,6%,6%,6%,6%
Singapore - Premier League,Tampines Rovers,16.0,4.06,100%,94%,75%,56%,44%,25%,56%,38%,6%,38%,6%
Singapore - Premier League,Lion City,16.0,3.94,94%,88%,62%,56%,44%,38%,56%,44%,6%,38%,0%
Singapore - Premier League,DPMM FC,16.0,3.88,94%,88%,81%,56%,44%,19%,69%,6%,31%,0%,25%
Singapore - Premier League,Young Lions,16.0,3.88,94%,94%,81%,69%,25%,12%,75%,12%,19%,6%,12%
Singapore - Premier League,A. Niigata (S),16.0,3.81,94%,75%,75%,56%,50%,19%,62%,12%,31%,6%,25%
Singapore - Premier League,,,,,,,,,,,,,,
Singapore - Premier League,League average,,,97.2%,90.3%,78.5%,63.9%,45.8%,27.8%,68.8%,18.8%,15.3%,16.0%,12.5%
Slovenia - Prva Liga,Primorje,18.0,3.33,94%,89%,67%,56%,17%,6%,56%,22%,28%,17%,22%
Slovenia - Prva Liga,Radomlje,18.0,3.17,94%,72%,56%,39%,22%,11%,44%,11%,50%,6%,44%
Slovenia - Prva Liga,Koper,18.0,3.0,100%,78%,56%,33%,22%,11%,61%,22%,17%,22%,17%
